timestamp,power_status,supply_temp,return_temp,delta_temp_raw,delta_temp_clamped,brine_in_temp,brine_out_temp,outdoor_temp,desired_supply_temp,heat_output_kw,cop,power_input_kw
2025-04-13 20:00:00,0.0,31.0,26.0,5.0,5.0,3.0,0.0,7.0,30.0,0.0,,0.0
2025-04-13 20:15:00,1.0,,,,,,2.0,,,0.0,,0.0
2025-04-13 20:30:00,1.0,28.4,,,,,0.5,,,0.0,,0.0
2025-04-13 21:30:00,0.0,56.5,49.25,7.25,7.25,2.0,,,,0.0,,0.0
2025-04-13 22:00:00,0.0,,,,,3.0,,,,0.0,,0.0
2025-04-13 22:30:00,1.0,31.0,26.0,5.0,5.0,,,,,11.495,4.75,2.42
2025-04-13 23:00:00,0.0,27.5,,,,,1.0,8.0,29.0,0.0,,0.0
2025-04-13 23:45:00,1.0,,,,,,,,,0.0,,0.0
2025-04-14 00:00:00,0.0,29.0,,,,,1.0,,,0.0,,0.0
2025-04-14 01:00:00,1.0,27.666666666666668,25.5,2.166666666666668,2.166666666666668,,2.0,,,4.981166666666669,4.75,1.0486666666666673
2025-04-14 01:30:00,0.0,,,,,,,,,0.0,,0.0
2025-04-14 02:00:00,1.0,30.666666666666668,,,,,1.3333333333333333,,,0.0,,0.0
2025-04-14 02:30:00,0.0,28.5,,,,,2.0,,,0.0,,0.0
2025-04-14 03:15:00,0.0,28.333333333333332,,,,3.0,3.0,,,0.0,,0.0
2025-04-14 03:30:00,0.0,28.25,25.0,3.25,3.25,,1.5,9.0,28.0,0.0,,0.0
2025-04-14 04:30:00,1.0,31.0,26.0,5.0,5.0,3.5,,8.0,,11.495,4.75,2.42
2025-04-14 05:00:00,0.0,30.0,,,,,2.0,,29.0,0.0,,0.0
2025-04-14 05:30:00,1.0,,,,,,,,,0.0,,0.0
2025-04-14 06:00:00,0.0,,27.0,,,,0.0,,,0.0,,0.0
2025-04-14 06:45:00,0.0,30.0,,,,,2.0,,,0.0,,0.0
2025-04-14 07:00:00,0.0,25.5,25.0,0.5,2.0,,,,,0.0,,0.0
2025-04-14 08:00:00,1.0,,,,,4.0,,,,0.0,,0.0
2025-04-14 08:30:00,0.0,36.5,30.333333333333332,6.166666666666668,6.166666666666668,,2.25,10.0,27.0,0.0,,0.0
2025-04-14 09:15:00,0.0,53.5,49.5,4.0,4.0,,,,25.0,0.0,,0.0
2025-04-14 09:30:00,0.0,50.625,44.833333333333336,5.791666666666664,5.791666666666664,,1.5,12.0,,0.0,,0.0
2025-04-14 10:15:00,1.0,,,,,4.0,,,,0.0,,0.0
2025-04-14 10:30:00,0.0,,,,,,4.0,13.0,,0.0,,0.0
2025-04-14 11:30:00,0.0,,,,,,,,,0.0,,0.0
2025-04-14 12:00:00,0.0,23.0,23.0,0.0,2.0,5.0,,,,0.0,,0.0
2025-04-14 12:45:00,0.0,,,,,,,,,0.0,,0.0
2025-04-14 13:00:00,0.0,,,,,,5.0,,,0.0,,0.0
2025-04-14 13:45:00,0.0,54.0,49.5,4.5,4.5,4.0,1.0,,,0.0,,0.0
2025-04-14 14:00:00,0.0,45.42857142857143,40.166666666666664,5.261904761904766,5.261904761904766,,3.0,,,0.0,,0.0
2025-04-14 15:00:00,0.0,,,,,,,,,0.0,,0.0
2025-04-14 15:30:00,0.0,,,,,5.0,,,,0.0,,0.0
2025-04-14 16:15:00,0.0,,,,,,,,,0.0,,0.0
2025-04-14 16:30:00,0.0,,,,,,,,,0.0,,0.0
2025-04-14 17:15:00,0.0,,,,,,,,,0.0,,0.0
2025-04-14 17:30:00,0.0,,,,,,,,,0.0,,0.0
2025-04-14 18:30:00,0.0,,,,,,,14.0,,0.0,,0.0
2025-04-14 19:00:00,0.0,46.55555555555556,40.54545454545455,6.01010101010101,6.01010101010101,,2.5,,,0.0,,0.0
2025-04-14 19:45:00,1.0,32.5,23.75,8.75,8.75,3.0,2.5,,,20.11625,4.75,4.235
2025-04-14 20:00:00,0.0,29.0,,,,4.0,3.0,12.0,,0.0,,0.0
2025-04-14 21:00:00,1.0,,25.0,,,,,,,0.0,,0.0
2025-04-14 22:00:00,0.0,,,,,,,,,0.0,,0.0
