timestamp,power_status,supply_temp,return_temp,delta_temp_raw,delta_temp_clamped,brine_in_temp,brine_out_temp,outdoor_temp,desired_supply_temp,heat_output_kw,cop,power_input_kw
2025-05-03 20:00:00,0.0,23.0,23.0,0.0,2.0,5.0,4.0,13.0,24.0,0.0,,0.0
2025-05-03 20:30:00,0.0,50.8,41.0,9.799999999999997,9.799999999999997,,2.0,,,0.0,,0.0
2025-05-03 21:00:00,0.0,,46.0,,,3.0,0.0,12.0,25.0,0.0,,0.0
2025-05-03 21:45:00,1.0,29.0,23.5,5.5,5.5,4.0,2.0,,,12.644499999999999,4.75,2.662
2025-05-03 22:00:00,0.0,29.0,,,,,,,,0.0,,0.0
2025-05-03 23:00:00,1.0,30.0,25.0,5.0,5.0,,,10.0,27.0,11.495,4.75,2.42
2025-05-04 00:00:00,1.0,,,,,,,9.0,28.0,0.0,,0.0
2025-05-04 00:30:00,0.0,30.0,,,,,,,,0.0,,0.0
2025-05-04 01:15:00,1.0,,,,,,,,,0.0,,0.0
2025-05-04 01:30:00,0.0,26.0,,,,,2.0,,,0.0,,0.0
2025-05-04 02:30:00,0.0,31.0,26.0,5.0,5.0,,,,,0.0,,0.0
2025-05-04 03:00:00,1.0,30.5,25.0,5.5,5.5,,1.3333333333333333,,,12.644499999999999,4.75,2.662
2025-05-04 03:45:00,0.0,,,,,,,,,0.0,,0.0
2025-05-04 04:00:00,0.0,28.5,25.0,3.5,3.5,,2.0,8.0,29.0,0.0,,0.0
2025-05-04 04:45:00,1.0,,,,,,,,,0.0,,0.0
2025-05-04 05:00:00,0.0,,,,,,,7.0,30.0,0.0,,0.0
2025-05-04 06:00:00,1.0,,,,,,,5.0,32.0,0.0,,0.0
2025-05-04 07:15:00,1.0,53.5,49.333333333333336,4.166666666666664,4.166666666666664,,,,,9.57916666666666,4.75,2.0166666666666653
2025-05-04 08:15:00,1.0,,,,,,,,,0.0,,0.0
2025-05-04 08:30:00,0.0,,,,,,,7.0,30.0,0.0,,0.0
2025-05-04 09:30:00,1.0,,,,,,0.0,,,0.0,,0.0
2025-05-04 10:00:00,0.0,49.0,39.5,9.5,9.5,,,8.0,,0.0,,0.0
2025-05-04 10:45:00,1.0,69.28571428571429,61.375,7.910714285714292,7.910714285714292,3.0,2.0,,,18.186732142857156,4.75,3.828785714285717
2025-05-04 11:00:00,0.0,36.0,25.666666666666668,10.333333333333332,10.0,,2.25,,,0.0,,0.0
2025-05-04 11:45:00,1.0,31.0,26.0,5.0,5.0,,,,,11.495,4.75,2.42
2025-05-04 12:00:00,0.0,28.0,,,,,1.5,,,0.0,,0.0
2025-05-04 13:00:00,0.0,,,,,,,,29.0,0.0,,0.0
2025-05-04 13:30:00,0.0,30.6,25.5,5.100000000000001,5.100000000000001,,1.3333333333333333,6.5,30.5,0.0,,0.0
2025-05-04 14:15:00,1.0,,,,,,,,32.0,0.0,,0.0
2025-05-04 14:30:00,0.0,,27.0,,,,,,31.0,0.0,,0.0
2025-05-04 15:15:00,1.0,,,,,,,,,0.0,,0.0
2025-05-04 15:30:00,0.0,,27.0,,,,,,,0.0,,0.0
2025-05-04 16:30:00,1.0,32.0,27.0,5.0,5.0,,,,,11.495,4.75,2.42
2025-05-04 17:00:00,0.0,29.0,26.0,3.0,3.0,,1.75,,,0.0,,0.0
2025-05-04 17:45:00,1.0,,,,,,,,,0.0,,0.0
2025-05-04 18:00:00,0.0,30.0,,,,,2.0,,,0.0,,0.0
2025-05-04 18:45:00,1.0,32.0,,,,,,,,0.0,,0.0
2025-05-04 19:00:00,0.0,,27.0,,,,,,,0.0,,0.0
2025-05-04 20:00:00,1.0,,,,,,0.0,6.0,31.0,0.0,,0.0
2025-05-04 21:15:00,1.0,,,,,,,,,0.0,,0.0
2025-05-04 22:30:00,1.0,31.5,27.0,4.5,4.5,,,,33.0,10.3455,4.75,2.178
2025-05-04 23:30:00,1.0,31.5,27.0,4.5,4.5,,,,,10.3455,4.75,2.178
2025-05-05 00:45:00,1.0,31.5,26.5,5.0,5.0,,,,,11.495,4.75,2.42
2025-05-05 02:00:00,1.0,,26.5,,,,,3.0,,0.0,,0.0
2025-05-05 03:00:00,1.0,,26.5,,,,,,,0.0,,0.0
2025-05-05 03:30:00,0.0,,,,,2.0,,,,0.0,,0.0
2025-05-05 04:15:00,1.0,32.5,26.5,6.0,6.0,,,,,13.794,4.75,2.904
2025-05-05 05:30:00,1.0,32.5,26.5,6.0,6.0,,,,,13.794,4.75,2.904
2025-05-05 06:30:00,1.0,44.0,40.111111111111114,3.8888888888888857,3.8888888888888857,,,,,8.940555555555548,4.75,1.8822222222222207
2025-05-05 07:45:00,1.0,32.0,26.5,5.5,5.5,,,,,12.644499999999999,4.75,2.662
2025-05-05 09:00:00,1.0,32.0,,,,,,6.0,31.0,0.0,,0.0
2025-05-05 10:00:00,1.0,,,,,,,7.0,30.0,0.0,,0.0
2025-05-05 11:15:00,1.0,,,,,,,,,0.0,,0.0
2025-05-05 11:30:00,0.0,,,,,,0.0,9.0,28.0,0.0,,0.0
2025-05-05 12:30:00,0.0,31.0,,,,,,,,0.0,,0.0
2025-05-05 13:00:00,1.0,26.5,,,,,,,,0.0,,0.0
2025-05-05 13:30:00,0.0,,,,,4.0,,,,0.0,,0.0
2025-05-05 14:00:00,0.0,24.0,24.0,0.0,2.0,,4.0,11.0,26.0,0.0,,0.0
2025-05-05 14:45:00,0.0,,,,,,,11.0,26.0,0.0,,0.0
2025-05-05 15:00:00,0.0,,,,,,,,25.0,0.0,,0.0
2025-05-05 16:00:00,0.0,,,,,,5.0,,,0.0,,0.0
2025-05-05 17:00:00,1.0,41.25,29.285714285714285,11.964285714285715,10.0,,,,,22.99,4.75,4.7
2025-05-05 17:30:00,0.0,48.0,42.5,5.5,5.5,,-1.0,,,0.0,,0.0
2025-05-05 18:15:00,1.0,54.5,51.5,3.0,3.0,,,,,6.897,4.75,1.452
2025-05-05 19:15:00,0.0,30.0,,,,,,,,0.0,,0.0
2025-05-05 19:30:00,0.0,,,,,,,,,0.0,,0.0
2025-05-05 20:30:00,1.0,30.0,25.0,5.0,5.0,,1.0,10.0,27.0,11.495,4.75,2.42
2025-05-05 21:00:00,0.0,31.0,26.0,5.0,5.0,,,,28.0,0.0,,0.0
2025-05-05 21:45:00,1.0,30.5,25.0,5.5,5.5,,0.5,,,12.644499999999999,4.75,2.662
2025-05-05 22:00:00,0.0,,26.0,,,,,,,0.0,,0.0
2025-05-05 22:45:00,1.0,28.75,25.0,3.75,3.75,,2.0,,,8.62125,4.75,1.815
2025-05-05 23:00:00,0.0,30.0,26.0,4.0,4.0,4.0,1.0,,,0.0,,0.0
2025-05-06 00:00:00,0.0,30.5,26.0,4.5,4.5,4.0,1.0,,,0.0,,0.0
2025-05-06 00:30:00,0.0,25.0,25.0,0.0,2.0,4.0,,,,0.0,,0.0
2025-05-06 01:00:00,1.0,,,,,,1.0,,,0.0,,0.0
2025-05-06 01:30:00,0.0,27.666666666666668,25.0,2.666666666666668,2.666666666666668,3.5,1.5,,,0.0,,0.0
2025-05-06 02:15:00,0.0,26.0,25.0,1.0,2.0,,2.5,,,0.0,,0.0
2025-05-06 02:30:00,1.0,29.333333333333332,,,,4.0,1.3333333333333333,,,0.0,,0.0
2025-05-06 03:30:00,0.0,29.333333333333332,25.0,4.333333333333332,4.333333333333332,,1.5,,,0.0,,0.0
2025-05-06 04:00:00,0.0,,,,,,,,,0.0,,0.0
2025-05-06 04:45:00,1.0,27.0,,,,,2.0,,,0.0,,0.0
2025-05-06 05:00:00,0.0,29.333333333333332,,,,,1.0,,,0.0,,0.0
2025-05-06 05:45:00,1.0,,,,,,,,,0.0,,0.0
2025-05-06 06:00:00,0.0,26.5,,,,,2.0,,,0.0,,0.0
2025-05-06 07:00:00,1.0,,,,,,,,,0.0,,0.0
2025-05-06 07:30:00,0.0,57.0,54.0,3.0,3.0,,,,,0.0,,0.0
2025-05-06 08:15:00,1.0,,25.5,,,,,8.0,29.0,0.0,,0.0
2025-05-06 08:30:00,0.0,30.5,26.0,4.5,4.5,,,,,0.0,,0.0
2025-05-06 09:15:00,1.0,27.0,,,,,1.5,,,0.0,,0.0
2025-05-06 09:30:00,0.0,29.8,25.0,4.800000000000001,4.800000000000001,,1.0,,,0.0,,0.0
2025-05-06 10:30:00,1.0,26.5,26.5,0.0,2.0,,2.0,8.0,29.0,4.598,4.75,0.968
2025-05-06 11:00:00,0.0,,,,,,2.0,,,0.0,,0.0
2025-05-06 11:45:00,0.0,28.666666666666668,25.0,3.666666666666668,3.666666666666668,,2.0,,,0.0,,0.0
2025-05-06 12:00:00,0.0,31.0,26.0,5.0,5.0,,1.0,,28.0,0.0,,0.0
2025-05-06 12:45:00,0.0,24.0,24.0,0.0,2.0,,4.0,,,0.0,,0.0
2025-05-06 13:00:00,0.0,29.25,25.0,4.25,4.25,,2.3333333333333335,,,0.0,,0.0
2025-05-06 14:00:00,1.0,24.0,,,,,,,,0.0,,0.0
2025-05-06 14:30:00,0.0,26.5,,,,,3.5,10.0,27.0,0.0,,0.0
2025-05-06 15:15:00,0.0,,,,,,,,,0.0,,0.0
2025-05-06 15:30:00,0.0,,,,,5.0,,,,0.0,,0.0
2025-05-06 16:30:00,0.0,42.875,33.72727272727273,9.147727272727273,9.147727272727273,4.0,1.5,11.0,,0.0,,0.0
2025-05-06 17:30:00,1.0,39.714285714285715,37.5,2.2142857142857153,2.2142857142857153,,-1.5,,26.0,5.09064285714286,4.75,1.0717142857142863
2025-05-06 18:45:00,1.0,29.0,,,,4.0,3.0,,,0.0,,0.0
2025-05-06 19:00:00,0.0,29.5,25.0,4.5,4.5,,1.0,,,0.0,,0.0
2025-05-06 20:00:00,1.0,30.0,,,,4.0,1.0,,,0.0,,0.0
2025-05-06 21:00:00,0.0,,26.0,,,3.0,,,,0.0,,0.0
2025-05-06 21:30:00,0.0,28.333333333333332,25.0,3.333333333333332,3.333333333333332,4.0,1.75,,,0.0,,0.0
2025-05-06 22:15:00,1.0,,,,,,,,,0.0,,0.0
2025-05-06 22:30:00,0.0,27.0,,,,,2.5,,,0.0,,0.0
2025-05-06 23:15:00,1.0,32.0,,,,,0.0,,,0.0,,0.0
2025-05-06 23:30:00,0.0,49.55555555555556,46.333333333333336,3.2222222222222214,3.2222222222222214,,,7.0,30.0,0.0,,0.0
2025-05-07 00:30:00,1.0,,,,,3.0,,6.0,31.0,0.0,,0.0
2025-05-07 01:30:00,1.0,,27.0,,,,,6.0,30.0,0.0,,0.0
2025-05-07 02:45:00,1.0,,27.0,,,,,,,0.0,,0.0
2025-05-07 03:00:00,0.0,,,,,,,6.0,31.0,0.0,,0.0
2025-05-07 04:00:00,1.0,,,,,,,,,0.0,,0.0
2025-05-07 05:00:00,1.0,,,,,,,,,0.0,,0.0
2025-05-07 06:15:00,1.0,47.0,38.57142857142857,8.42857142857143,8.42857142857143,,1.0,,,19.37728571428572,4.75,4.079428571428572
2025-05-07 07:15:00,1.0,,26.5,,,,,,,0.0,,0.0
2025-05-07 08:30:00,1.0,,27.0,,,2.0,,,,0.0,,0.0
2025-05-07 09:30:00,1.0,31.0,26.0,5.0,5.0,,0.3333333333333333,8.0,30.0,11.495,4.75,2.42
2025-05-07 10:00:00,0.0,32.0,27.0,5.0,5.0,,,,,0.0,,0.0
2025-05-07 10:45:00,0.0,30.666666666666668,26.0,4.666666666666668,4.666666666666668,,1.5,,,0.0,,0.0
2025-05-07 12:00:00,1.0,25.0,25.0,0.0,2.0,4.0,,,,4.598,4.75,0.968
2025-05-07 13:00:00,0.0,24.0,24.0,0.0,2.0,,,,,0.0,,0.0
2025-05-07 13:30:00,0.0,,,,,5.0,,11.0,26.0,0.0,,0.0
2025-05-07 14:15:00,0.0,,,,,,,,,0.0,,0.0
2025-05-07 14:30:00,0.0,,,,,,,,,0.0,,0.0
2025-05-07 15:15:00,0.0,,,,,,,,,0.0,,0.0
2025-05-07 15:30:00,0.0,,,,,,,11.5,25.0,0.0,,0.0
2025-05-07 16:30:00,0.0,,,,,,,,,0.0,,0.0
2025-05-07 17:00:00,0.0,,,,,,,12.5,25.0,0.0,,0.0
2025-05-07 17:30:00,0.0,28.666666666666668,24.0,4.666666666666668,4.666666666666668,,3.5,,26.0,0.0,,0.0
2025-05-07 18:00:00,0.0,,,,,4.0,,,,0.0,,0.0
2025-05-07 18:45:00,1.0,55.5,51.5,4.0,4.0,3.0,,,,9.196,4.75,1.936
2025-05-07 20:00:00,1.0,,,,,,,,,0.0,,0.0
2025-05-07 21:00:00,1.0,45.714285714285715,42.166666666666664,3.547619047619051,3.547619047619051,,0.0,,,8.155976190476197,4.75,1.7170476190476205
2025-05-07 22:15:00,1.0,43.4,41.083333333333336,2.316666666666663,2.316666666666663,1.0,-1.5,,,5.326016666666658,4.75,1.1212666666666649
2025-05-07 23:15:00,1.0,31.0,,,,,,,,0.0,,0.0
2025-05-07 23:30:00,0.0,,,,,,0.0,,,0.0,,0.0
2025-05-08 00:30:00,1.0,,,,,,,,,0.0,,0.0
2025-05-08 01:45:00,1.0,,,,,,,,,0.0,,0.0
2025-05-08 02:45:00,1.0,,,,,,,,,0.0,,0.0
2025-05-08 03:00:00,0.0,32.0,,,,,0.0,6.0,31.0,0.0,,0.0
2025-05-08 04:00:00,1.0,,,,,,,,,0.0,,0.0
2025-05-08 05:00:00,1.0,,,,,,,5.0,,0.0,,0.0
2025-05-08 05:15:00,0.0,,,,,,,,,0.0,,0.0
2025-05-08 06:15:00,1.0,43.833333333333336,37.57142857142857,6.261904761904766,6.261904761904766,,-0.5,,,14.396119047619058,4.75,3.0307619047619068
2025-05-08 06:30:00,0.0,42.75,32.333333333333336,10.416666666666664,10.0,4.5,2.5,,,0.0,,0.0
2025-05-08 07:30:00,0.0,31.0,,,,12.5,10.0,,,0.0,,0.0
2025-05-08 08:00:00,0.0,30.0,25.5,4.5,4.5,15.0,12.0,7.0,30.0,0.0,,0.0
2025-05-08 08:45:00,0.0,,,,,,14.0,,,0.0,,0.0
2025-05-08 09:00:00,0.0,28.0,,,,18.0,,,,0.0,,0.0
2025-05-08 10:00:00,1.0,40.0,38.0,2.0,2.0,3.0,2.5,,,4.598,4.75,0.968
