timestamps,soc,price,action_normalized,battery_power_kw,grid_power_kw,reward,total_cost_cumulative,household_consumption_kw,grid_cost_term,peak_penalty_term,battery_cost_term,arbitrage_bonus_term,soc_action_penalty_term,current_solar_production_kw
2024-04-11 12:45:00+02:00,0.9,0.28300000000000003,-0.2255765050649643,-0.0,-2.8445014000000004,-22.35640203244643,3274.6360945814895,0.006,0.20124847405000004,0.0,-0.0,0.0,-22.55765050649643,2.8505014
2024-04-11 13:00:00+02:00,0.9,0.2915,-0.22247430682182312,-0.0,-2.8445014000000004,-22.040137642657314,3274.4288015419643,0.006,0.20729303952500003,0.0,-0.0,0.0,-22.247430682182312,2.8505014
2024-04-11 13:15:00+02:00,0.9,0.3,-0.21766282618045807,-0.0,-1.9522348500000002,-21.619865004295807,3274.282383928214,0.2,0.14641761375,0.0,-0.0,0.0,-21.766282618045807,2.15223485
2024-04-11 13:30:00+02:00,0.9,0.303,-0.2166697382926941,-0.0,-1.9522348500000002,-21.51909203938191,3274.1345021383268,0.2,0.1478817898875,0.0,-0.0,0.0,-21.66697382926941,2.15223485
2024-04-11 13:45:00+02:00,0.9,0.306,-0.21970584988594055,-0.0,-1.9522348500000002,-21.821239022569056,3273.9851561723017,0.2,0.149345966025,0.0,-0.0,0.0,-21.970584988594055,2.15223485
2024-04-11 14:00:00+02:00,0.9,0.309,-0.21426406502723694,-0.0,-1.9522348500000002,-21.275596360561195,3273.8343460301394,0.2,0.15081014216250002,0.0,-0.0,0.0,-21.426406502723694,2.15223485
2024-04-11 14:15:00+02:00,0.9,0.312,-0.18948818743228912,-0.0,-2.289314075,-18.770252245378913,3273.655779532289,0.066,0.17856649785,0.0,-0.0,0.0,-18.948818743228912,2.355314075
2024-04-11 14:30:00+02:00,0.9,1.4475,-0.1911483108997345,-0.0,-2.289314075,-18.286385559082824,3272.8273340013984,0.066,0.828445530890625,0.0,-0.0,0.0,-19.11483108997345,2.355314075
2024-04-11 14:45:00+02:00,0.9,2.5829999999999997,-0.16423343122005463,-0.0,-2.289314075,-14.945018558074214,3271.349009437467,0.066,1.47832456393125,0.0,-0.0,0.0,-16.423343122005463,2.355314075
2024-04-11 15:00:00+02:00,0.9,3.7184999999999997,-0.16030754148960114,-0.0,-2.289314075,-13.902550551988238,3269.220805840495,0.066,2.1282035969718747,0.0,-0.0,0.0,-16.030754148960114,2.355314075
