Strategy,Total Bill (SEK),Energy Cost (SEK),Capacity Fee (SEK),Fixed Fee (SEK),Battery Cost (SEK),Consumption (kWh),Export (kWh),Avg Peak (kW)
RL Agent,3689.1958512193646,2460.4740392642457,695.6175684198272,371.71484888304866,161.3893946522429,2323.2063770145123,106.07900182968613,8.561446995936334
No Battery,3533.903234564498,2429.936302348116,732.2520833333333,371.71484888304866,0.0,2248.382845064049,42.08143882502252,9.012333333333332
Time Of Use,3757.7234192446754,2468.344051393238,810.5026041666666,371.71484888304866,107.16191480172256,2272.891894200237,80.99175726984178,9.975416666666666
Price Based,3637.809477686178,2494.9092970576576,732.2520833327874,371.71484888304866,38.93324841268501,2261.9213203416466,55.632310116469384,9.012333333326614
Solar Following,3592.3511080478306,2457.2029106792147,732.2520833333333,371.71484888304866,31.18126515223434,2284.0093943423235,75.74658988504052,9.012333333333332
Peak Shaving,3541.130229168125,2433.5720661453033,732.2520833333333,371.71484888304866,3.591230806439907,2254.9223782697495,43.52241852252249,9.012333333333332
