date,temperature_2m,cloud_cover,relative_humidity_2m,wind_speed_100m,wind_direction_100m,shortwave_radiation_sum
2025-05-22 03:00:00+00:00,6.261,100.0,90.0,32.9,23.199,2.32
2025-05-22 04:00:00+00:00,6.361,100.0,91.0,31.991,19.047,2.32
2025-05-22 05:00:00+00:00,6.261,100.0,92.0,30.926,12.095,2.32
2025-05-22 06:00:00+00:00,6.261,100.0,93.0,30.811,6.71,2.32
2025-05-22 07:00:00+00:00,6.211,100.0,94.0,31.845,5.839,2.32
2025-05-22 08:00:00+00:00,6.361,100.0,93.0,33.356,6.818,2.32
2025-05-22 09:00:00+00:00,6.811,100.0,93.0,33.093,8.13,2.32
2025-05-22 10:00:00+00:00,7.211,100.0,93.0,29.302,10.62,2.32
2025-05-22 11:00:00+00:00,7.561,100.0,92.0,23.839,14.876,2.32
2025-05-22 12:00:00+00:00,7.811,100.0,92.0,18.104,17.354,2.32
2025-05-22 13:00:00+00:00,8.061,100.0,91.0,12.324,6.71,2.32
2025-05-22 14:00:00+00:00,8.361,100.0,91.0,8.217,331.189,2.32
2025-05-22 15:00:00+00:00,8.361,100.0,91.0,7.517,286.699,2.32
2025-05-22 16:00:00+00:00,8.311,100.0,93.0,6.609,240.642,2.32
2025-05-22 17:00:00+00:00,8.361,100.0,93.0,8.473,192.265,2.32
2025-05-22 18:00:00+00:00,8.261,75.0,91.0,12.728,171.87,2.32
2025-05-22 19:00:00+00:00,7.611,74.0,89.0,15.828,162.801,2.32
2025-05-22 20:00:00+00:00,7.461,93.0,90.0,18.356,154.44,2.32
2025-05-22 21:00:00+00:00,7.111,94.0,95.0,20.498,149.381,2.32
2025-05-22 22:00:00+00:00,7.311,81.0,95.0,22.865,146.56,14.48
2025-05-22 23:00:00+00:00,7.311,69.0,92.0,24.863,145.62,14.48
2025-05-23 00:00:00+00:00,7.311,91.0,93.0,26.496,143.286,14.48
2025-05-23 01:00:00+00:00,7.511,99.0,92.0,28.075,139.16,14.48
2025-05-23 02:00:00+00:00,7.361,76.0,91.0,29.275,134.502,14.48
2025-05-23 03:00:00+00:00,7.361,96.0,91.0,30.345,131.633,14.48
2025-05-23 04:00:00+00:00,7.361,100.0,85.0,31.094,132.184,14.48
2025-05-23 05:00:00+00:00,7.611,97.0,81.0,31.312,134.534,14.48
2025-05-23 06:00:00+00:00,7.961,100.0,81.0,30.811,136.42,14.48
2025-05-23 07:00:00+00:00,8.461,99.0,81.0,29.546,136.975,14.48
2025-05-23 08:00:00+00:00,9.261,91.0,79.0,27.511,137.121,14.48
2025-05-23 09:00:00+00:00,10.311,91.0,73.0,25.537,139.574,14.48
2025-05-23 10:00:00+00:00,10.611,87.0,68.0,24.363,145.84,14.48
2025-05-23 11:00:00+00:00,10.911,93.0,63.0,23.836,154.983,14.48
2025-05-23 12:00:00+00:00,11.161,93.0,63.0,24.034,163.465,14.48
2025-05-23 13:00:00+00:00,11.111,93.0,63.0,25.509,171.069,14.48
2025-05-23 14:00:00+00:00,11.411,90.0,63.0,27.398,176.987,14.48
2025-05-23 15:00:00+00:00,11.661,88.0,63.0,28.08,180.0,14.48
2025-05-23 16:00:00+00:00,11.611,54.0,62.0,26.29,178.431,14.48
2025-05-23 17:00:00+00:00,11.161,26.0,65.0,23.577,172.984,14.48
2025-05-23 18:00:00+00:00,10.611,12.0,63.0,21.96,169.611,14.48
2025-05-23 19:00:00+00:00,9.461,4.0,70.0,22.253,170.69,14.48
2025-05-23 20:00:00+00:00,8.461,2.0,84.0,23.141,174.644,14.48
2025-05-23 21:00:00+00:00,7.561,6.0,92.0,24.491,178.315,14.48
2025-05-23 22:00:00+00:00,7.311,14.0,92.0,25.96,183.18,25.03
2025-05-23 23:00:00+00:00,7.211,13.0,92.0,27.596,187.496,25.03
2025-05-24 00:00:00+00:00,6.911,6.0,93.0,28.529,190.175,25.03
2025-05-24 01:00:00+00:00,6.711,10.0,95.0,28.112,189.583,25.03
2025-05-24 02:00:00+00:00,6.45,14.0,89.0,27.194,186.843,25.03
2025-05-24 03:00:00+00:00,6.6,21.0,88.0,27.117,185.332,25.03
2025-05-24 04:00:00+00:00,7.25,35.0,84.0,28.624,186.499,25.03
2025-05-24 05:00:00+00:00,8.15,51.0,78.0,30.6,188.797,25.03
2025-05-24 06:00:00+00:00,9.05,58.0,72.0,32.137,189.673,25.03
2025-05-24 07:00:00+00:00,9.75,49.0,67.0,32.79,188.842,25.03
2025-05-24 08:00:00+00:00,10.4,30.0,63.0,32.998,186.892,25.03
2025-05-24 09:00:00+00:00,11.05,15.0,59.0,32.957,186.271,25.03
2025-05-24 10:00:00+00:00,11.8,7.0,55.0,31.973,187.765,25.03
2025-05-24 11:00:00+00:00,12.5,3.0,52.0,30.784,190.784,25.03
2025-05-24 12:00:00+00:00,12.95,0.0,51.0,29.37,191.31,25.03
2025-05-24 13:00:00+00:00,12.95,0.0,52.0,27.869,185.931,25.03
2025-05-24 14:00:00+00:00,12.6,0.0,54.0,26.662,177.679,25.03
2025-05-24 15:00:00+00:00,12.1,0.0,58.0,25.865,171.193,25.03
2025-05-24 16:00:00+00:00,11.4,0.0,63.0,24.217,168.857,25.03
2025-05-24 17:00:00+00:00,10.5,0.0,68.0,21.606,169.439,25.03
2025-05-24 18:00:00+00:00,9.55,0.0,74.0,20.545,168.887,25.03
2025-05-24 19:00:00+00:00,8.55,0.0,80.0,21.48,166.43,25.03
2025-05-24 20:00:00+00:00,7.5,0.0,85.0,23.144,164.667,25.03
2025-05-24 21:00:00+00:00,6.75,0.0,90.0,24.379,163.706,25.03
2025-05-24 22:00:00+00:00,6.4,5.0,93.0,24.628,164.745,24.44
2025-05-24 23:00:00+00:00,6.35,11.0,94.0,23.937,167.845,24.44
