date,temperature_2m,cloud_cover,relative_humidity_2m,wind_speed_100m,wind_direction_100m,shortwave_radiation_sum
2025-05-25 14:00:00+00:00,13.711,80.0,64.0,29.958,175.865,21.21
2025-05-25 15:00:00+00:00,14.061,66.0,67.0,30.634,177.306,21.21
2025-05-25 16:00:00+00:00,13.861,91.0,62.0,32.072,177.427,21.21
2025-05-25 17:00:00+00:00,13.211,100.0,62.0,34.268,176.386,21.21
2025-05-25 18:00:00+00:00,12.511,100.0,64.0,35.756,175.38,21.21
2025-05-25 19:00:00+00:00,12.361,100.0,61.0,36.896,174.401,21.21
2025-05-25 20:00:00+00:00,12.111,98.0,62.0,38.046,173.48,21.21
2025-05-25 21:00:00+00:00,11.861,100.0,59.0,38.491,172.476,21.21
2025-05-25 22:00:00+00:00,11.461,100.0,60.0,38.184,171.87,11.79
2025-05-25 23:00:00+00:00,11.111,100.0,68.0,37.471,171.714,11.79
2025-05-26 00:00:00+00:00,10.861,100.0,70.0,36.813,170.998,11.79
2025-05-26 01:00:00+00:00,10.761,100.0,70.0,36.579,169.796,11.79
2025-05-26 02:00:00+00:00,10.411,100.0,78.0,36.007,168.465,11.79
2025-05-26 03:00:00+00:00,9.961,100.0,89.0,34.877,168.69,11.79
2025-05-26 04:00:00+00:00,9.811,100.0,93.0,32.38,171.69,11.79
2025-05-26 05:00:00+00:00,10.061,100.0,95.0,29.18,177.879,11.79
2025-05-26 06:00:00+00:00,10.361,100.0,94.0,26.01,184.764,11.79
2025-05-26 07:00:00+00:00,10.911,100.0,94.0,22.964,193.601,11.79
2025-05-26 08:00:00+00:00,11.811,100.0,95.0,20.618,204.775,11.79
2025-05-26 09:00:00+00:00,12.861,100.0,91.0,19.083,215.789,11.79
2025-05-26 10:00:00+00:00,13.861,96.0,87.0,18.328,225.0,11.79
2025-05-26 11:00:00+00:00,15.711,88.0,82.0,17.655,230.793,11.79
2025-05-26 12:00:00+00:00,16.811,70.0,73.0,17.874,235.67,11.79
2025-05-26 13:00:00+00:00,17.761,57.0,67.0,18.585,238.465,11.79
2025-05-26 14:00:00+00:00,18.111,70.0,60.0,19.882,238.325,11.79
2025-05-26 15:00:00+00:00,17.861,99.0,65.0,20.97,235.491,11.79
2025-05-26 16:00:00+00:00,17.311,98.0,65.0,21.892,225.0,11.79
2025-05-26 17:00:00+00:00,16.861,96.0,65.0,23.664,213.207,11.79
2025-05-26 18:00:00+00:00,15.561,55.0,61.0,25.285,208.024,11.79
2025-05-26 19:00:00+00:00,14.311,21.0,71.0,25.364,214.592,11.79
2025-05-26 20:00:00+00:00,13.211,60.0,68.0,25.722,226.701,11.79
2025-05-26 21:00:00+00:00,12.411,79.0,76.0,25.96,236.31,11.79
2025-05-26 22:00:00+00:00,11.511,18.0,81.0,25.456,241.26,25.22
2025-05-26 23:00:00+00:00,10.3,0.0,79.0,23.991,244.204,25.22
2025-05-27 00:00:00+00:00,9.75,0.0,81.0,22.882,245.854,25.22
2025-05-27 01:00:00+00:00,9.2,9.0,84.0,22.706,244.654,25.22
2025-05-27 02:00:00+00:00,8.7,20.0,87.0,23.043,241.032,25.22
2025-05-27 03:00:00+00:00,8.75,26.0,88.0,22.476,238.092,25.22
2025-05-27 04:00:00+00:00,9.55,20.0,85.0,20.269,236.592,25.22
2025-05-27 05:00:00+00:00,10.85,8.0,79.0,17.577,235.008,25.22
2025-05-27 06:00:00+00:00,12.15,0.0,73.0,16.136,231.34,25.22
2025-05-27 07:00:00+00:00,13.45,0.0,65.0,17.057,225.855,25.22
2025-05-27 08:00:00+00:00,14.75,4.0,56.0,19.373,221.987,25.22
2025-05-27 09:00:00+00:00,15.7,7.0,50.0,21.096,216.674,25.22
2025-05-27 10:00:00+00:00,16.05,9.0,48.0,21.612,209.982,25.22
2025-05-27 11:00:00+00:00,16.05,11.0,49.0,21.995,201.105,25.22
2025-05-27 12:00:00+00:00,15.95,12.0,51.0,22.614,193.815,25.22
2025-05-27 13:00:00+00:00,15.85,10.0,52.0,23.378,189.752,25.22
2025-05-27 14:00:00+00:00,15.7,6.0,53.0,24.251,185.964,25.22
2025-05-27 15:00:00+00:00,15.25,9.0,56.0,24.504,182.526,25.22
2025-05-27 16:00:00+00:00,14.35,23.0,61.0,23.444,176.479,25.22
2025-05-27 17:00:00+00:00,13.15,43.0,66.0,21.96,169.611,25.22
2025-05-27 18:00:00+00:00,12.15,60.0,71.0,21.916,165.735,25.22
2025-05-27 19:00:00+00:00,11.4,70.0,74.0,24.15,169.695,25.22
2025-05-27 20:00:00+00:00,10.85,76.0,76.0,28.138,176.332,25.22
2025-05-27 21:00:00+00:00,10.4,81.0,79.0,30.968,181.332,25.22
2025-05-27 22:00:00+00:00,10.1,87.0,83.0,32.139,184.497,24.08
2025-05-27 23:00:00+00:00,9.95,91.0,88.0,32.33,187.679,24.08
