timestamp,state
2025-05-22 00:00:00.000000,0
2025-05-22 00:47:00.340027,unavailable
2025-05-22 00:47:31.012714,0
2025-05-22 15:41:28.109277,1
2025-05-22 16:08:21.206957,0
2025-05-22 16:37:49.414349,1
2025-05-22 16:54:22.514981,2
2025-05-22 17:16:34.108234,1
2025-05-22 17:32:04.175371,0
2025-05-22 19:07:08.224111,1
2025-05-22 19:15:23.027423,0
2025-05-23 00:46:46.091253,unavailable
2025-05-23 00:47:17.311743,0
2025-05-23 07:51:45.218265,1
2025-05-23 08:00:01.269419,0
2025-05-23 08:20:10.269861,1
2025-05-23 08:29:59.186093,2
2025-05-23 08:36:42.930330,3
2025-05-23 08:43:25.296701,4
2025-05-23 09:10:18.168832,5
2025-05-23 09:14:26.999647,7
2025-05-23 09:32:01.160794,8
2025-05-23 09:36:09.233203,9
2025-05-23 09:40:17.165658,10
2025-05-23 09:55:48.250619,9
2025-05-23 10:03:02.814670,8
2025-05-23 10:06:08.225452,7
2025-05-23 10:09:14.178155,5
2025-05-23 10:13:53.599231,4
2025-05-23 10:22:09.573320,3
2025-05-23 10:27:19.513730,2
2025-05-23 10:31:27.602511,1
2025-05-23 10:36:06.191009,0
2025-05-23 11:32:27.597670,1
2025-05-23 12:02:25.549241,0
2025-05-23 12:16:22.156585,1
2025-05-23 12:21:01.461010,2
2025-05-23 12:25:09.493872,3
2025-05-23 12:28:47.148451,4
2025-05-23 12:33:27.551185,5
2025-05-23 12:36:33.587758,7
2025-05-23 12:40:41.619673,8
2025-05-23 12:45:20.202801,9
2025-05-23 12:49:28.108329,10
2025-05-23 12:53:36.154635,11
2025-05-23 13:01:21.541717,12
2025-05-23 13:09:06.261225,13
2025-05-23 13:16:49.854814,14
2025-05-23 13:22:30.416093,15
2025-05-23 13:25:36.242482,16
2025-05-23 13:28:42.214800,17
2025-05-23 13:32:19.544768,18
2025-05-23 13:36:57.127209,20
2025-05-23 13:41:05.238473,21
2025-05-23 13:44:42.456864,22
2025-05-23 13:48:19.240315,23
2025-05-23 13:51:24.232697,24
2025-05-23 13:53:59.729475,25
2025-05-23 13:57:06.553865,26
2025-05-23 14:01:45.161236,27
2025-05-23 14:06:24.436350,28
2025-05-23 14:11:03.109868,29
2025-05-23 14:17:15.231385,30
2025-05-23 14:21:55.615157,32
2025-05-23 14:26:03.776821,33
2025-05-23 14:31:13.480608,34
2025-05-23 14:34:50.563998,35
2025-05-23 14:37:56.163090,36
2025-05-23 14:41:03.019687,37
2025-05-23 14:44:08.196248,38
2025-05-23 14:47:45.518297,39
2025-05-23 14:51:22.124185,40
2025-05-23 14:53:57.489981,41
2025-05-23 14:57:03.586147,42
2025-05-23 15:00:40.301017,43
2025-05-23 15:03:15.564357,45
2025-05-23 15:05:50.168267,46
2025-05-23 15:08:56.160657,47
2025-05-23 15:12:33.626750,48
2025-05-23 15:17:43.703652,49
2025-05-23 15:21:20.120711,50
2025-05-23 15:27:01.757368,51
2025-05-23 15:32:42.257614,52
2025-05-23 15:40:58.301847,53
2025-05-23 15:53:56.472557,54
2025-05-23 16:11:31.448297,55
