Strategy,Total Bill (SEK),Energy Cost (SEK),Capacity Fee (SEK),Fixed Fee (SEK),Battery Cost (SEK),Consumption (kWh),Export (kWh),Avg Peak (kW)
RL Agent,57.37182036977339,-985.8270036364349,526.6325972231278,359.72404730617603,156.84217947690445,600.0440140691353,2536.3305414439587,6.481631965823111
No Battery,-122.72028017896133,-1001.5236411635228,519.0793136783855,359.72404730617603,0.0,586.5779555256015,2548.2025130716243,6.3886684760416665
Time Of Use,-84.08073104440099,-1004.0777008391052,544.4217302434895,359.72404730617603,15.851192245038686,590.472094426033,2556.0988693682734,6.700575141458333
Price Based,50.25605295882509,-983.0974491876375,641.0061933471354,359.72404730617603,32.623261493151126,604.3163569972669,2574.0504406003315,7.889306995041667
Solar Following,453.38949854079675,-914.3177852341989,709.7557099005209,359.72404730617603,298.2275265682988,903.7104272199398,2893.797878195722,8.735454891083334
Peak Shaving,146.82275672524426,-988.2558306330022,707.6497835130208,359.72404730617603,67.70475653904967,655.3038974385704,2629.9315856898725,8.709535797083333
